date,amount,type,fraud,hour,day_of_week,amount_zscore,rolling_avg_amount,dr_cr_ratio,is_night,bayesian_fraud_prob
2023-09-21 19:00:00,5126.064082262245,1,0.0,19,3,-0.6451177916988924,5496.787730370108,0.5,0.0,0.48969951562091424
2023-12-24 03:00:00,29943.119662775214,1,0.0,3,6,0.7631820695947406,10951.969343470328,0.6,1.0,0.039151232044612405
2023-12-28 20:00:00,2824.9923661668654,0,0.0,20,3,-1.3233494605684875,8829.830365106389,0.6,0.0,0.47830127421065927
2023-10-28 08:00:00,31162.336580825555,0,0.0,8,5,1.9526083807293673,14036.836506123998,0.6,0.0,0.5333501407510457
2023-08-08 20:00:00,100.0,1,0.0,20,1,-1.3624934722792919,13830.397652141039,0.6,0.0,0.47764474180953315
2023-03-27 22:00:00,10227.68723409438,0,0.0,22,0,0.32631780881710193,14851.370228121828,0.6,1.0,0.03805481764755269
2023-01-03 16:00:00,3396.73719853215,1,0.0,16,1,-0.9601634254588522,9540.070834337706,0.6,0.0,0.4844002098023356
2023-11-30 14:00:00,1903.5749964814681,0,0.0,14,3,-0.028343021423052395,9357.838526766209,0.5,0.0,0.5000871018648357
2023-04-18 00:00:00,3420.8391477652262,0,0.0,0,1,0.6715676656726064,3809.791408753221,0.4,1.0,0.038917870560560126
2023-08-16 15:00:00,151.20652659106509,1,0.0,15,2,0.27967575743982476,3819.9750383481937,0.5,0.0,0.5052760191394252
2023-03-26 11:00:00,2144.136461480288,0,0.0,11,6,0.3331607029177924,2203.031729195336,0.4,0.0,0.5061768492245805
2023-04-23 07:00:00,5093.2369847541495,0,0.0,7,6,-1.1945838827286253,2543.732938171869,0.3,0.0,0.4804621408638503
2023-08-08 02:00:00,27360.10110566834,0,0.0,2,1,-0.5176369733596848,7632.668421412674,0.3,1.0,0.03605001111636565
2023-08-23 02:00:00,1370.0392562236975,0,0.0,2,2,0.05324528091024705,7223.7555258341035,0.3,1.0,0.03739014050704517
2023-10-08 16:00:00,886.4809139898503,0,0.0,16,6,-0.7907237962750242,7368.712138502293,0.2,0.0,0.48724948545809205
2023-01-17 07:00:00,1404.3985820186485,0,0.0,7,1,-0.597257030178111,7220.901630569438,0.2,0.0,0.49050510391286073
2023-09-03 12:00:00,11767.575350812931,1,0.0,12,6,-2.562067658652032,8557.878895637557,0.2,0.0,0.45763447829375287
2023-05-29 09:00:00,4881.103813152189,0,0.0,9,0,-0.8841223254878988,4062.0611892583447,0.2,0.0,0.4856786450818848
2023-09-15 16:00:00,1346.6289767714059,1,0.0,16,4,-3.1533969018243635,4058.6483891358757,0.3,0.0,0.44787431253339993
2023-05-10 03:00:00,6437.536080344756,0,0.0,3,2,1.2917588187650222,5167.57157307549,0.2,1.0,0.04053424475028278
2023-09-19 14:00:00,3448.229962506542,1,0.0,14,1,-1.0405150909633356,5578.735354472293,0.3,0.0,0.48304981247402395
2023-12-16 16:00:00,12745.932572883605,0,0.0,16,5,0.3983953157655274,5769.557246275428,0.3,0.0,0.5072754542046758
2023-05-10 08:00:00,1039.942143339879,1,0.0,8,2,-3.0268616634838974,5002.024384962541,0.4,0.0,0.4499557956941738
2023-10-28 15:00:00,1823.488639365276,0,0.0,15,5,-0.018949898807399057,5096.596956958211,0.4,0.0,0.500245351686595
2023-04-13 06:00:00,1655.4659190929012,0,0.0,6,3,-0.872620611053851,4141.619090533963,0.4,0.0,0.485872055166077
2023-04-24 19:00:00,331.86477369679824,0,0.0,19,0,1.068078391769729,3519.4249562142704,0.4,0.0,0.5185401972752263
2023-12-06 18:00:00,4647.944768446823,0,0.0,18,2,1.2536236559180325,1900.0853521762635,0.3,0.0,0.5216548854525123
2023-07-30 16:00:00,4409.792469528884,0,0.0,16,6,-0.6887271089721957,2571.316288107672,0.3,0.0,0.48896559440840875
2023-12-04 22:00:00,3003.9103982636407,0,0.0,22,0,1.2699549647008583,2812.0207509259835,0.2,1.0,0.04047593925824484
2023-06-10 00:00:00,2096.698617826644,1,0.0,0,5,4.461121113364321,2899.1952658537743,0.3,1.0,0.050291657168376365
2023-02-12 20:00:00,356.71740544402724,0,0.0,20,6,0.5330315454780153,2902.490550316544,0.2,0.0,0.5095423210271187
2023-11-04 17:00:00,1586.0977222707509,0,0.0,17,5,0.7301482703576978,2288.7749524867877,0.2,0.0,0.5128595355421146
2023-01-21 22:00:00,1782.7782216932576,1,0.0,22,5,-1.1246922919868356,1764.1609989423816,0.2,1.0,0.03469523779603611
2023-10-15 22:00:00,894.7855639068216,1,0.0,22,6,-0.3180756780164406,1342.0446474335552,0.3,1.0,0.03651101703495968
2023-10-17 02:00:00,2340.3866564508317,0,0.0,2,1,-2.397859906301469,1390.7529947014784,0.3,1.0,0.032072553624574666
2023-07-07 00:00:00,5464.764379479505,0,0.0,0,4,-1.8526721411250553,2413.800338753311,0.3,1.0,0.033160808440207135
2023-01-09 14:00:00,50477.29205287846,0,0.0,14,0,8.812699866032835,12191.291477974446,0.3,0.0,0.6401687144632353
2023-08-02 22:00:00,3873.3177529199347,1,0.0,22,2,-0.7190477374653399,12609.77559620859,0.4,1.0,0.03559267581021734
2023-09-07 01:00:00,4386.66960517698,1,0.0,1,3,0.4255858926346291,13312.349830292815,0.5,1.0,0.03830034302493648
2023-11-18 17:00:00,2665.9910038970247,0,0.0,17,5,0.5793408714493158,13374.066819708642,0.4,0.0,0.5103218386747147
2023-10-21 03:00:00,167.64408275336467,1,0.0,3,5,0.7276320519227385,12316.465302985174,0.5,1.0,0.03906045961999795
2023-03-03 20:00:00,2864.7294355221347,1,0.0,20,4,4.992921988310269,2790.4155067538663,0.6,0.0,0.58292988266019
2023-11-24 10:00:00,3262.814074069585,0,0.0,10,4,-1.0602620616623815,2669.300817844727,0.5,0.0,0.4827180281274672
2023-02-05 23:00:00,100000.0,1,0.0,23,6,3.3639628535045403,21792.35165055697,0.5,1.0,0.04660801697973258
2023-04-27 06:00:00,2233.7979956603863,0,0.0,6,3,-0.5941520065675028,21703.923167924517,0.5,0.0,0.4905573714427275
2023-11-05 16:00:00,4685.9362447452395,0,0.0,16,6,-1.5875544823591983,22604.673032336126,0.5,0.0,0.4738735413496449
2023-08-02 04:00:00,2829.718018147032,0,0.0,4,2,-3.4647188552250143,22602.870098998334,0.5,0.0,0.44277095951697887
2023-09-08 19:00:00,516.4523060153699,0,0.0,19,4,-0.8362279300044033,22053.51448400965,0.4,0.0,0.4864840891471798
2023-03-15 05:00:00,16551.536589337287,0,0.0,5,2,1.3591496766486078,5363.291701920791,0.3,0.0,0.5234246646920048
2023-11-12 14:00:00,9208.65930377304,1,0.0,14,6,0.19137511301424803,6758.439563056893,0.4,0.0,0.5037886409410953
2023-09-23 14:00:00,9764.883575077332,0,0.0,14,5,-0.38399283014053043,7774.064695793785,0.3,0.0,0.4940960003542838
2023-10-15 04:00:00,761.978864029524,0,0.0,4,6,-0.12398025575971361,7357.665783558218,0.2,0.0,0.49847587650769776
2023-03-11 22:00:00,24445.25646340818,0,0.0,22,5,0.26025545516626947,12146.063590215977,0.2,1.0,0.0378925814414804
2023-05-16 02:00:00,364.02531277573286,1,0.0,2,1,-4.067368427952417,8907.922710058723,0.2,1.0,0.029037007546041285
2023-07-13 04:00:00,7188.843868955617,0,0.0,4,3,0.6719363894013642,8503.372295348905,0.2,0.0,0.5118801402962581
2023-02-14 03:00:00,79672.79298760787,0,1.0,3,1,4.859670373240421,22489.026426844488,0.2,1.0,0.051718258301009526
2023-10-05 20:00:00,674.6509947230242,0,0.0,20,3,0.24486213840319465,22469.33546963774,0.2,0.0,0.5046896230887762
2023-05-12 13:00:00,1274.8112476771507,0,0.0,13,4,-3.0128361273663944,17835.636104105215,0.2,0.0,0.4501867604936743
2023-09-04 11:00:00,3461.568356692508,1,0.0,11,0,0.8018492643730706,18454.072609745966,0.3,0.0,0.5140655751541285
2023-04-23 05:00:00,1400.7828232912775,1,0.0,5,6,-0.17891711028611484,17296.680857817057,0.3,0.0,0.4975503722651251
2023-06-01 03:00:00,291.1984092015374,0,0.0,3,3,-0.38779693359130685,1419.8554976075222,0.3,1.0,0.03634905498328823
2023-08-16 02:00:00,3303.8524055819694,1,0.0,2,2,-0.043219577369027484,1944.8023973987595,0.4,1.0,0.03715904787772908
2023-03-11 07:00:00,605.7966867784268,1,0.0,7,5,0.8019737698277983,1811.6126907464313,0.5,0.0,0.5140676690761942
2023-08-22 00:00:00,6065.5994006623505,1,0.0,0,1,0.038521914575534,2334.349882676885,0.5,1.0,0.03735474482931045
2023-11-05 00:00:00,750.5930659504786,0,0.0,0,6,-0.31725107706704786,2203.8466406388065,0.5,1.0,0.03651293839085045
2023-02-24 10:00:00,30482.30430577918,0,0.0,10,4,5.398164837120374,8241.727731929093,0.5,0.0,0.589311718328157
2023-10-10 08:00:00,920.6869364662159,0,0.0,8,1,0.23749220705928697,7764.944975021082,0.5,0.0,0.5045654811874427
2023-09-02 08:00:00,1838.8721959404697,1,0.0,8,5,-0.5466029548579531,8013.474663528288,0.6,0.0,0.49135783284967666
2023-11-10 14:00:00,10099.8497456917,0,0.0,14,4,0.642427996592364,8816.533463848447,0.5,0.0,0.5113835925945509
2023-08-21 07:00:00,470.45651196517986,0,0.0,7,0,-0.7622995778617792,8761.856264136006,0.4,0.0,0.4877276615387107
2023-08-19 10:00:00,4193.076123496663,0,0.0,10,5,-1.054187855549506,3504.2314501911173,0.4,0.0,0.4828200819463836
2023-07-03 21:00:00,21177.9141325593,1,0.0,21,0,1.0334891763332021,7556.865810143443,0.4,0.0,0.5179591848449957
2023-06-06 04:00:00,267.40788400153383,0,0.0,4,1,1.4155693095498674,7245.942535878153,0.3,0.0,0.5243703436045652
2023-01-28 15:00:00,3932.18601368126,1,0.0,15,5,1.6643803689319132,6007.476953881761,0.3,0.0,0.5285359049375224
2023-03-25 06:00:00,4402.043708934979,1,0.0,6,5,-0.6394100739573789,6795.906340865635,0.4,0.0,0.48979558115230903
2023-11-30 02:00:00,9630.92262586904,0,0.0,2,3,0.13346327591194923,7883.1773526935585,0.4,1.0,0.037583778287979056
2023-03-04 07:00:00,466.18098272915256,1,0.0,7,5,-1.3718784986261205,3738.9482115093792,0.5,0.0,0.4774873599867969
2023-05-18 16:00:00,411.2967939854286,0,0.0,16,3,4.224436039395929,3768.3012115455795,0.4,0.0,0.5706591880658386
2023-06-06 19:00:00,6521.843422199771,1,0.0,19,1,3.153214001269193,4286.258257606703,0.5,0.0,0.5532321852926302
2023-08-07 00:00:00,4653.975175572224,0,0.0,0,0,0.1121188180497939,4339.9774467470315,0.5,1.0,0.03753212440366943
2023-03-19 05:00:00,4340.475900252118,1,0.0,5,6,0.675317988662427,3277.7377464722217,0.6,0.0,0.51193704030525
2023-10-02 09:00:00,5012.410991976353,1,0.0,9,0,0.34233884687222615,4188.912546222441,0.6,0.0,0.5063314252872836
2023-02-23 19:00:00,1074.878507216653,1,0.0,19,3,-0.2668571214230338,4320.31390916013,0.7,0.0,0.49606896479442
2023-05-30 05:00:00,4223.335703022811,1,0.0,5,1,-2.508585862071755,3861.6346704570105,0.7,0.0,0.45852112196225997
2023-11-11 18:00:00,4626.744231326188,0,0.0,18,5,-0.3397318477597768,3855.394739572043,0.6,0.0,0.49484146318826105
2023-10-31 08:00:00,1020.9336930996749,1,0.0,8,1,-0.04638015105047655,3191.8310809955597,0.7,0.0,0.49978322304978723
2023-03-10 04:00:00,48955.2437440742,1,0.0,4,4,3.040937052682129,11981.321468021251,0.7,0.0,0.551386793422953
2023-06-04 00:00:00,6067.7878718846205,0,0.0,0,6,-0.44504529626225464,12979.746387196976,0.7,1.0,0.03621679096296174
2023-01-30 02:00:00,499.21893857992717,0,0.0,2,0,1.638852866667741,12235.30562717479,0.6,1.0,0.04147733906163058
2023-07-17 09:00:00,7981.091120193626,1,0.0,9,0,-1.1239307206730533,12902.72841169352,0.7,0.0,0.4816485218366615
2023-02-05 14:00:00,690.8878396896091,1,0.0,14,6,-0.4969855769745861,12839.330575346565,0.7,0.0,0.4921932224955804
2023-12-07 04:00:00,9707.236386785618,1,0.0,4,3,0.5623103387983531,4987.971375580532,0.7,0.0,0.5100351789405525
2023-09-01 23:00:00,16947.80097681598,0,0.0,23,4,1.0478068697976428,7165.0626933450885,0.6,1.0,0.03988810685892898
2023-11-05 00:00:00,870.4205820444507,1,0.0,0,6,-0.13337947802586558,7239.58960967575,0.6,1.0,0.036944786579525185
2023-09-30 00:00:00,12645.59476855805,0,0.0,0,5,-0.32663864528993436,8172.171792593404,0.6,1.0,0.036491072997974584
2023-08-07 17:00:00,5536.7966495565115,1,0.0,17,0,-1.3498788855414419,9141.609886064973,0.6,0.0,0.4778562975650166
2023-08-04 12:00:00,10230.106198652455,0,0.0,12,4,0.43229337023651404,9251.113225448538,0.5,0.0,0.5078462656303646
2023-03-13 03:00:00,51286.84030495101,1,0.0,3,0,2.9734937949867954,16112.643975869492,0.6,1.0,0.04537889748572699
2023-08-30 07:00:00,2063.0027085649035,1,0.0,7,2,-1.4348086273807683,16352.900313174532,0.7,0.0,0.47643232267839297
2023-08-19 15:00:00,962.3668832340891,0,0.0,15,5,0.04783701232511228,14015.589357544994,0.6,0.0,0.5013705331966445
2023-07-25 11:00:00,785.0350414388357,1,0.0,11,1,-0.5855903627858985,13064.146042071343,0.6,0.0,0.49070149389415185
2023-05-27 06:00:00,876.8049595088012,0,0.0,6,5,-0.07701091759158502,11193.662618695087,0.5,0.0,0.4992671759004203
2023-01-09 10:00:00,2655.3916472321516,1,0.0,10,0,0.7515885937440141,1470.8083998754196,0.6,0.0,0.5132202069819448
2023-06-25 18:00:00,4972.748390021701,1,0.0,18,6,-1.3030875385207545,2051.893185283906,0.6,0.0,0.4786411794115905
2023-07-02 21:00:00,4514.438970004343,0,0.0,21,6,-3.514689925719601,2762.5662615355136,0.6,0.0,0.4419542766071751
2023-04-07 23:00:00,10309.023653591066,1,0.0,23,4,0.9369816593501836,4669.759929439691,0.6,1.0,0.03959903511727925
2023-11-30 12:00:00,3039.6657503632537,1,0.0,12,3,-0.09915596089722337,5097.378127373486,0.7,0.0,0.4988940932494478
2023-05-03 03:00:00,26378.409056053817,0,0.0,3,2,1.6618398922156175,9842.515910502774,0.6,1.0,0.04154080102781175
2023-11-21 01:00:00,2004.229046116729,0,0.0,1,1,0.7146205571777624,9249.566446889752,0.5,1.0,0.03902730592464017
2023-01-09 05:00:00,100000.0,1,0.0,5,0,6.81140417345446,28346.232569974534,0.6,0.0,0.6110289604141107
2023-10-24 21:00:00,7619.766625580948,1,0.0,21,1,2.496340944714278,27808.235900421143,0.6,0.0,0.5423925446511936
2023-03-22 10:00:00,824.0767471979574,1,0.0,10,2,-0.4145663116859502,27364.961692502344,0.7,0.0,0.4935811037193188
2023-09-19 23:00:00,598.0421598628002,1,0.0,23,1,-0.5269458101816816,22209.43063052102,0.7,1.0,0.03602869913288507
2023-06-28 10:00:00,6146.933526441832,0,0.0,10,2,-0.36569738875620833,23037.92772802463,0.6,0.0,0.4944041331856665
2023-04-15 15:00:00,2131.97875840456,1,0.0,15,5,-1.5848066112068848,3463.029199418388,0.7,0.0,0.47391954667800973
2023-01-28 11:00:00,8699.325223679867,0,0.0,11,5,0.17358507078314592,3680.013102660909,0.6,0.0,0.50348895747145
2023-04-28 03:00:00,6062.372092387709,0,0.0,3,4,-0.7432375359349965,4727.843457644284,0.5,1.0,0.035538278958885415
2023-10-23 18:00:00,2672.465225964887,0,0.0,18,0,1.4786331774784962,5142.766455787626,0.5,0.0,0.5254269242484444
2023-09-30 18:00:00,836.9877400552167,0,0.0,18,5,-0.3063411276417384,4079.7588178429537,0.5,0.0,0.4954038802847385
2023-03-24 18:00:00,307.2707138110223,0,0.0,18,4,-0.31694229541198954,3716.346900154842,0.4,0.0,0.495225316237669
2023-12-14 10:00:00,1525.7289455197945,0,0.0,10,3,-0.7867851058391783,2277.9771435233797,0.3,0.0,0.4873157422618354
2023-05-02 07:00:00,10770.84463089363,1,0.0,7,1,-2.1138342624797994,3222.316487181403,0.3,0.0,0.4650831190871195
2023-03-14 06:00:00,4109.845091697021,0,0.0,6,1,-3.0350155016659626,3510.957371999107,0.2,0.0,0.4498215451842632
2023-03-18 19:00:00,460.0760638145991,0,0.0,19,5,-0.6789737902661448,3434.8898094385336,0.2,0.0,0.4891297282287724
2023-12-28 16:00:00,3865.210368998949,0,0.0,16,3,-2.070899886605918,4145.691554646911,0.1,0.0,0.46579857298931054
2023-05-05 00:00:00,5313.340803445089,0,0.0,0,4,0.03960640164323975,4904.357534396415,0.1,1.0,0.037357350458393744
2023-03-23 15:00:00,791.724791302656,0,0.0,15,3,0.9440298572679302,2908.184197503261,0.1,0.0,0.5164559946144266
2023-08-28 23:00:00,3754.039198616131,0,0.0,23,0,1.1507490673947116,2837.7759282176494,0.1,1.0,0.04015910437181619
2023-10-06 22:00:00,3252.935432480241,1,0.0,22,4,0.049715406043948696,3396.085092287795,0.2,1.0,0.037381650431158084
2023-04-10 09:00:00,536.7565035681854,1,0.0,9,0,-1.3692564857323537,2730.008084003227,0.3,0.0,0.4775313287028558
2023-07-17 08:00:00,5098.394883872064,1,0.0,8,0,1.0799952475344878,2686.7462332977766,0.4,0.0,0.5187403447936769
2023-03-17 02:00:00,6913.123146562627,0,0.0,2,4,1.3811815160072527,3909.726942478847,0.3,1.0,0.04077452044248656
2023-12-06 19:00:00,15132.149489917649,0,0.0,19,2,-0.5033011149679938,6186.023078706345,0.3,0.0,0.4920868842590935
2023-12-05 08:00:00,14482.598120451314,1,0.0,8,1,1.0322177896893752,8432.427929073225,0.4,0.0,0.5179378266253468
2023-10-03 16:00:00,377.4718317651485,0,0.0,16,1,-1.0746368938353505,8400.968887815176,0.4,0.0,0.48247652719065165
2023-08-19 14:00:00,730.1590887015225,0,0.0,14,5,0.4343978888769186,7527.12813401382,0.4,0.0,0.5078817022875544
2023-06-19 05:00:00,6454.629477705202,0,0.0,5,0,5.071119494645201,7434.85059459985,0.4,0.0,0.5841663334340843
2023-01-11 22:00:00,6442.54499355787,0,0.0,22,2,-2.9408177480623885,5693.13239800861,0.4,1.0,0.031037811340347454
2023-09-19 23:00:00,6454.749719833301,0,0.0,23,1,1.4559479432216176,4091.9034723268637,0.3,1.0,0.04097684391341519
2023-03-27 09:00:00,100000.0,0,0.0,9,0,6.1623424391324875,24015.85673108385,0.2,0.0,0.6011634659195232
