date,amount,type,fraud
2023-10-15 04:00:00,7613.530875712548,0,0.0
2023-03-11 22:00:00,3974.472527759147,1,0.0
2023-05-16 02:00:00,1257.464696612439,0,0.0
2023-07-13 04:00:00,22.103530834635045,1,0.0
2023-02-14 03:00:00,43544.60913824292,0,1.0
2023-10-05 20:00:00,285.51478185554765,0,0.0
2023-05-12 13:00:00,11450.727682476994,1,0.0
2023-09-04 11:00:00,3819.934731735532,0,0.0
2023-04-23 05:00:00,13095.077186708553,1,0.0
2023-06-01 03:00:00,7200.129873218169,0,0.0
2023-08-16 02:00:00,504.50878658672485,1,0.0
2023-03-11 07:00:00,9284.863702480328,0,0.0
2023-08-22 00:00:00,18973.7110478297,1,0.0
2023-11-05 00:00:00,2998.0612050610935,1,0.0
2023-02-24 10:00:00,1661.1651755767837,1,1.0
2023-10-10 08:00:00,532.4623770545012,0,0.0
2023-09-02 08:00:00,3637.965552115434,1,1.0
2023-11-10 14:00:00,3270.9846929075416,0,0.0
2023-08-21 07:00:00,50388.30078133478,1,0.0
2023-08-19 10:00:00,295.86208069128395,0,0.0
2023-07-03 21:00:00,840.1628938798275,0,0.0
2023-06-06 04:00:00,1751.195543431753,0,0.0
2023-01-28 15:00:00,10325.633645397025,1,0.0
2023-03-25 06:00:00,17111.304880071453,1,0.0
2023-11-30 02:00:00,3788.4461031480105,1,0.0
2023-03-04 07:00:00,4909.932388271321,0,0.0
2023-05-18 16:00:00,7310.801522173743,1,0.0
2023-06-06 19:00:00,4706.921590399672,1,0.0
2023-08-07 00:00:00,1662.0794364889773,0,0.0
2023-03-19 05:00:00,386.6058203086268,1,0.0
2023-10-02 09:00:00,749.122961699302,0,0.0
2023-02-23 19:00:00,12026.697927083891,0,0.0
2023-05-30 05:00:00,2993.035862691921,1,0.0
2023-11-11 18:00:00,11156.081520609752,0,0.0
2023-10-31 08:00:00,967.5453656318911,0,0.0
2023-03-10 04:00:00,2289.572804639481,1,0.0
2023-06-04 00:00:00,869.437139505015,1,0.0
2023-01-30 02:00:00,503.2529259177591,0,0.0
2023-07-17 09:00:00,593.730705791484,1,0.0
2023-02-05 14:00:00,6955.457175678953,1,0.0
2023-12-07 04:00:00,965.9573990865783,0,0.0
2023-09-01 23:00:00,5675.0139566331145,0,0.0
2023-11-05 00:00:00,2359.0636411821038,0,0.0
2023-09-30 00:00:00,9576.925686133314,1,0.0
2023-08-07 17:00:00,15782.420557450947,0,0.0
2023-08-04 12:00:00,33.95313200317619,0,0.0
2023-03-13 03:00:00,78424.66545677379,1,0.0
2023-08-30 07:00:00,1923.5959201417036,0,0.0
2023-08-19 15:00:00,3445.4884163767674,0,0.0
2023-07-25 11:00:00,25767.62056159891,1,0.0
2023-05-27 06:00:00,743.4599474451855,1,0.0
2023-01-09 10:00:00,968.5481867920936,1,0.0
2023-06-25 18:00:00,8096.044978788343,0,0.0
2023-07-02 21:00:00,7086.282730355999,1,0.0
2023-04-07 23:00:00,28297.25598425076,0,0.0
2023-11-30 12:00:00,3388.311467413038,0,0.0
2023-05-03 03:00:00,6228.328807137804,1,0.0
2023-11-21 01:00:00,2889.0777081068104,0,0.0
2023-01-09 05:00:00,105363.73998856092,0,0.0
2023-10-24 21:00:00,4759.455115818753,1,0.0
2023-03-22 10:00:00,1629.4158028224178,0,0.0
2023-09-19 23:00:00,15148.359172006694,1,0.0
2023-06-28 10:00:00,1099.071365066841,0,1.0
2023-04-15 15:00:00,10503.7411685476,1,0.0
2023-01-28 11:00:00,1581.2955954329962,1,0.0
2023-04-28 03:00:00,5060.031123931868,0,1.0
2023-10-23 18:00:00,1198.685687367783,0,0.0
2023-09-30 18:00:00,10399.392656418842,0,0.0
2023-03-24 18:00:00,110.5351304507142,1,0.0
2023-12-14 10:00:00,1388.0953352507152,1,1.0
2023-05-02 07:00:00,12415.18556736525,1,0.0
2023-03-14 06:00:00,8074.676131034396,0,0.0
2023-03-18 19:00:00,2307.0479117077352,0,0.0
2023-12-28 16:00:00,13169.812019478273,0,0.0
2023-05-05 00:00:00,2498.809345595381,1,0.0
2023-03-23 15:00:00,4119.224103396408,1,0.0
2023-08-28 23:00:00,4820.588777305577,1,0.0
2023-10-06 22:00:00,13165.356159333134,0,0.0
2023-04-10 09:00:00,891.387794019736,0,0.0
2023-07-17 08:00:00,39076.55021492792,1,0.0
2023-03-17 02:00:00,1053.127572404025,1,0.0
2023-12-06 19:00:00,2606.360861351191,0,0.0
2023-12-05 08:00:00,1176.0348659474728,0,0.0
2023-10-03 16:00:00,9847.329667893524,0,0.0
2023-08-19 14:00:00,4713.457289562449,0,0.0
2023-06-19 05:00:00,352.26739072990534,1,0.0
2023-01-11 22:00:00,17621.525400590694,0,0.0
2023-09-19 23:00:00,3125.4965997725853,0,1.0
2023-03-27 09:00:00,11736.23872443228,1,0.0
2023-08-14 23:00:00,3202.576900114429,0,0.0
2023-07-09 12:00:00,8251.547095034117,0,0.0
2023-05-10 12:00:00,5306.120883212709,0,0.0
2023-10-26 06:00:00,11092.568179576,0,0.0
2023-11-05 08:00:00,13130.765402913297,1,0.0
2023-05-13 02:00:00,6315.327728607508,0,0.0
2023-04-04 23:00:00,7313.222517182857,0,0.0
2023-02-18 02:00:00,6195.644439775446,0,0.0
2023-07-07 11:00:00,32482.998339726717,0,0.0
2023-09-20 07:00:00,15423.866107293727,1,1.0
2023-09-16 05:00:00,730.6142914118855,0,0.0
2023-03-10 16:00:00,28912.295564359592,0,0.0
2023-08-19 19:00:00,902.5664385061771,0,0.0
2023-06-24 23:00:00,1637.3568742508037,0,0.0
2023-12-18 21:00:00,5074.912309661605,1,0.0
2023-04-17 13:00:00,780.2240836697246,0,0.0
2023-08-22 00:00:00,3291.869566343383,1,0.0
2023-01-05 02:00:00,229.8979998002188,1,0.0
2023-04-02 16:00:00,1396.4175110642109,1,0.0
2023-05-04 09:00:00,1705.9234302727232,0,0.0
2023-07-27 05:00:00,3902.724826392137,0,0.0
2023-07-04 17:00:00,20824.81633323152,0,0.0
2023-04-30 13:00:00,363.3333863281995,1,0.0
2023-02-09 20:00:00,3870.1662499683025,1,0.0
2023-12-15 00:00:00,17491.78874039865,0,0.0
2023-08-26 11:00:00,14924.812824279486,0,0.0
2023-10-17 08:00:00,723.2923878559923,0,0.0
2023-07-07 05:00:00,152076.11617261253,0,1.0
2023-07-24 15:00:00,11470.2033354047,1,0.0
2023-06-16 03:00:00,5027.427247338914,1,0.0
2023-09-08 15:00:00,541.1699851338293,1,0.0
2023-02-20 18:00:00,611.2757241848082,0,0.0
2023-07-07 08:00:00,984.0940240764273,1,0.0
2023-07-17 07:00:00,6729.8587430989455,1,0.0
2023-07-09 19:00:00,32666.67257118335,0,0.0
2023-12-02 10:00:00,4555.625225002773,0,0.0
2023-05-24 14:00:00,3947.37219883358,1,0.0
2023-02-13 13:00:00,628.5363109762934,0,0.0
2023-10-15 05:00:00,690.0898343732717,1,1.0
2023-03-12 13:00:00,20372.833523524812,1,0.0
2023-05-24 04:00:00,573.6723797556788,0,0.0
2023-09-03 15:00:00,2192.393678937521,0,0.0
2023-05-20 18:00:00,7789.580215859141,1,0.0
2023-01-10 09:00:00,5953.544258661822,0,0.0
2023-07-23 21:00:00,6492.9733459014205,1,0.0
2023-10-20 14:00:00,1823.7808278887314,1,0.0
2023-08-22 08:00:00,3399.860414825261,1,0.0
2023-11-30 04:00:00,260148.23435787723,1,0.0
2023-11-17 03:00:00,9603.67401415935,0,0.0
2023-07-13 10:00:00,10890.595843767313,0,0.0
2023-11-16 23:00:00,116.61944069136459,1,0.0
2023-12-09 00:00:00,158529.57504754432,1,1.0
2023-11-02 19:00:00,784.7750609753392,0,0.0
2023-04-02 21:00:00,766.2215550677082,0,0.0
2023-02-14 13:00:00,3412.076676794089,0,0.0
2023-05-24 12:00:00,5256.542041719488,1,0.0
2023-02-14 04:00:00,15484.751432203795,0,0.0
2023-04-07 23:00:00,9054.905718347969,0,0.0
2023-05-23 12:00:00,5309.248935238773,0,0.0
2023-01-13 13:00:00,19527.699246831304,0,0.0
2023-01-26 06:00:00,3952.40222892985,0,0.0
2023-05-13 02:00:00,6069.478388989762,1,1.0
2023-01-30 03:00:00,8096.010505087303,0,1.0
2023-08-01 00:00:00,30728.8466539492,1,1.0
2023-01-08 22:00:00,6651.696759849729,1,0.0
2023-02-10 20:00:00,18769.845502994172,0,0.0
2023-05-04 23:00:00,3316.0246942304143,1,0.0
2023-09-12 06:00:00,1778.0700691481916,0,1.0
2023-02-19 08:00:00,46514.726309980106,1,0.0
2023-05-19 15:00:00,16674.26770409731,1,0.0
2023-05-22 10:00:00,1394.8250269231921,0,1.0
2023-12-13 15:00:00,7373.3933417835215,1,0.0
2023-03-17 16:00:00,12211.120177388339,1,0.0
2023-09-01 22:00:00,920.7023045060356,0,1.0
2023-10-07 13:00:00,929.6250905289049,0,0.0
2023-01-24 17:00:00,15841.530589555614,0,0.0
2023-08-15 18:00:00,1583.697715893253,1,0.0
2023-03-20 23:00:00,1169.8053384583245,0,0.0
2023-04-24 21:00:00,1891.642771855393,0,0.0
2023-06-10 23:00:00,17030.24371411223,0,0.0
2023-11-07 15:00:00,13373.283308034817,1,0.0
2023-06-17 06:00:00,36167.456483016664,1,0.0
2023-03-12 06:00:00,12411.08162929122,0,0.0
2023-05-06 09:00:00,11640.875632960537,1,1.0
2023-11-22 06:00:00,466.78784438847134,1,0.0
2023-01-07 10:00:00,814.7253508040461,0,0.0
2023-02-28 17:00:00,2271.2822592599723,0,1.0
2023-02-02 16:00:00,1121.6525542240697,1,0.0
2023-12-04 08:00:00,1206.6465215292621,1,0.0
2023-11-12 00:00:00,806.9807343496466,0,0.0
2023-11-02 23:00:00,15964.776082515058,0,0.0
2023-10-28 06:00:00,5137.426947367091,0,0.0
2023-08-22 04:00:00,11052.164389964895,0,0.0
2023-08-30 17:00:00,2568.799885203921,0,0.0
2023-04-27 22:00:00,9102.454491544688,0,0.0
2023-01-23 09:00:00,8370.918441259728,1,0.0
2023-09-07 10:00:00,4848.551801237362,0,0.0
2023-03-18 17:00:00,25085.709228243493,0,0.0
2023-12-30 04:00:00,31252.866320159184,0,0.0
2023-10-18 11:00:00,1951.6041742445973,0,0.0
2023-08-23 09:00:00,2765.718516342422,0,0.0
2023-05-03 22:00:00,5968.334995345479,0,0.0
2023-11-30 00:00:00,5307.731348980401,0,0.0
2023-07-19 04:00:00,16433.22655467432,1,0.0
2023-04-09 16:00:00,11197.627512620204,0,0.0
2023-10-05 07:00:00,372.4326010789734,0,0.0
2023-12-07 13:00:00,5723.690741578465,0,0.0
2023-07-07 07:00:00,143.10996151827757,1,0.0
2023-09-08 02:00:00,6809.558728902965,1,0.0
2023-10-03 14:00:00,3412.9562531837128,0,0.0
2023-09-04 15:00:00,1258.1615071917972,0,0.0
2023-02-05 13:00:00,14103.22929930673,0,0.0
2023-06-22 18:00:00,1513.847043105825,0,0.0
2023-06-07 01:00:00,3451.4556064857757,0,0.0
2023-01-24 22:00:00,6273.915414081271,0,0.0
2023-02-17 20:00:00,49035.85167610666,0,1.0
2023-09-20 05:00:00,275.2286044963591,1,0.0
2023-09-27 01:00:00,3908.985910665691,1,0.0
2023-11-09 21:00:00,1546.0516213838448,0,0.0
2023-07-19 01:00:00,12560.169893160359,0,0.0
2023-06-10 14:00:00,6365.87637663149,1,0.0
2023-04-14 19:00:00,561.3005400749978,0,0.0
2023-05-11 04:00:00,1538.040509123037,0,1.0
2023-08-26 03:00:00,17375.65121107777,1,0.0
2023-05-08 03:00:00,3829.2399334099846,1,0.0
2023-01-01 04:00:00,1294.353699840771,1,0.0
2023-08-06 14:00:00,168.3643646898419,0,0.0
2023-08-10 11:00:00,2344.70761732967,0,0.0
2023-07-22 21:00:00,5156.591601263048,0,0.0
2023-02-06 12:00:00,536.567304727151,0,1.0
2023-10-20 19:00:00,562.4199417280415,0,0.0
2023-06-22 14:00:00,4466.511705278004,0,0.0
2023-10-18 06:00:00,9344.256437787266,1,0.0
2023-10-22 23:00:00,13619.93153378443,0,0.0
2023-11-29 19:00:00,662.3850357991289,0,0.0
2023-10-11 07:00:00,183.5130721737126,0,0.0
2023-07-06 01:00:00,18998.54694738392,0,0.0
2023-01-27 11:00:00,2317.0319641449887,1,0.0
2023-03-12 13:00:00,2622.929500300163,0,0.0
2023-07-18 00:00:00,8463.951739280701,0,0.0
2023-12-13 07:00:00,4420.841515890657,1,0.0
2023-02-04 14:00:00,1238.1462226448205,0,1.0
2023-08-04 17:00:00,12739.388571171437,1,0.0
2023-12-13 04:00:00,219.38628497745717,0,1.0
2023-09-05 21:00:00,111525.15052174228,1,0.0
2023-04-29 06:00:00,4457.538913489556,0,0.0
2023-02-17 22:00:00,7437.954953910392,0,0.0
2023-11-12 00:00:00,332.061139309678,0,0.0
2023-03-22 11:00:00,5236.15763133254,1,0.0
2023-03-11 08:00:00,9850.988844769761,1,0.0
2023-02-15 01:00:00,187.11096339407976,1,0.0
2023-01-22 08:00:00,4962.271873213362,1,0.0
2023-11-22 05:00:00,19592.437598974495,0,0.0
2023-08-07 05:00:00,3014.25496900624,0,1.0
2023-01-24 07:00:00,285.4146959164157,1,0.0
2023-06-03 00:00:00,257.2754745233137,0,0.0
2023-11-05 12:00:00,17359.61519703537,1,0.0
2023-05-20 07:00:00,443.3994093010624,0,0.0
2023-06-19 14:00:00,343.0869114819283,0,1.0
2023-01-25 04:00:00,8197.375108491537,0,0.0
2023-10-19 20:00:00,848.5907286491106,0,0.0
2023-12-05 18:00:00,11776.709320053234,1,0.0
2023-05-12 03:00:00,17968.745016431345,0,0.0
2023-06-27 01:00:00,3896.298127173255,0,0.0
2023-03-11 23:00:00,1118.5063897795208,1,0.0
2023-05-27 02:00:00,1939.5129559946884,1,0.0
2023-10-30 05:00:00,747.6514715258771,1,0.0
2023-04-25 08:00:00,13219.21948231,0,0.0
2023-08-05 04:00:00,2618.954833269457,1,0.0
2023-03-31 05:00:00,44977.94969353472,0,0.0
2023-10-03 17:00:00,453.69217576362615,0,0.0
2023-04-14 07:00:00,63.93854731272469,0,0.0
2023-09-28 04:00:00,3026.056486396735,0,0.0
2023-11-06 05:00:00,1335.486340607417,0,0.0
2023-07-05 12:00:00,877.0915385343816,0,0.0
2023-09-03 01:00:00,7873.0597551602905,0,0.0
2023-10-05 17:00:00,56036.996084323226,0,0.0
2023-04-29 17:00:00,1341.6221184396115,1,0.0
2023-11-04 22:00:00,728.7326143187528,1,0.0
2023-10-15 17:00:00,2825.60053430551,1,0.0
2023-04-14 17:00:00,2134.7653758445513,1,0.0
2023-07-12 03:00:00,1069.8060046790263,1,0.0
2023-04-29 07:00:00,6877.3256771075285,0,0.0
2023-12-22 07:00:00,643.9879840581618,0,0.0
2023-09-02 22:00:00,2704.7803340668625,1,0.0
2023-09-20 15:00:00,7306.904891322298,1,0.0
2023-02-05 11:00:00,65887.77873908363,0,0.0
2023-03-12 07:00:00,2142.5964004504544,0,0.0
2023-10-12 17:00:00,369.560799140114,0,0.0
2023-04-12 03:00:00,5293.53439617459,1,0.0
2023-06-16 16:00:00,1697.885184883993,1,0.0
2023-07-30 12:00:00,1280.6090987191112,0,0.0
2023-04-25 02:00:00,2378.0069101139784,0,0.0
2023-08-27 20:00:00,2598.968200574905,0,0.0
2023-08-13 11:00:00,1294.7295465720554,0,0.0
2023-11-30 10:00:00,5514.019469985423,0,1.0
2023-08-19 16:00:00,471.999277372298,0,1.0
2023-06-13 01:00:00,3233.743973460635,0,0.0
2023-02-14 10:00:00,496.6260011035057,0,0.0
2023-11-18 19:00:00,6008.761587868356,1,1.0
2023-07-02 12:00:00,11936.438987020589,0,0.0
2023-06-21 03:00:00,1250.4380055655183,1,0.0
2023-08-27 14:00:00,30012.962185721673,0,0.0
2023-05-21 13:00:00,6747.242665185938,1,0.0
2023-03-28 18:00:00,2677.0232434575482,0,0.0
2023-10-09 04:00:00,402.52148730136093,0,0.0
2023-01-18 09:00:00,1031.5703415495268,1,0.0
2023-12-13 02:00:00,2972.504267319822,1,0.0
2023-06-15 14:00:00,2505.0808831731133,0,0.0
2023-05-17 03:00:00,3443.8864369015737,0,0.0
2023-02-04 09:00:00,1426.1376037745526,0,0.0
2023-11-16 12:00:00,14140.263474752664,0,0.0
2023-08-28 09:00:00,20490.707138655984,0,0.0
2023-01-18 04:00:00,1194.741374614666,0,0.0
2023-11-11 07:00:00,11660.434412444027,1,0.0
2023-11-13 03:00:00,670.1753963299007,0,0.0
2023-01-31 08:00:00,2612.1112437257534,1,0.0
2023-10-26 12:00:00,2164.927826884068,0,0.0
2023-09-07 12:00:00,5342.64289762852,1,0.0
2023-04-15 08:00:00,3270.5728460120754,1,0.0
2023-05-04 15:00:00,3590.4332648243058,0,0.0
2023-04-27 02:00:00,2707.2434294013697,1,0.0
2023-02-16 18:00:00,2594.0461703805036,0,0.0
2023-06-19 23:00:00,5263.8505691359305,0,0.0
2023-03-07 11:00:00,1723.8454314429214,1,0.0
2023-07-31 09:00:00,1644.5303152376514,0,0.0
2023-08-01 16:00:00,4272.980317856434,0,0.0
2023-03-31 07:00:00,24510.271972585557,0,0.0
2023-10-11 14:00:00,2647.6233005408067,1,1.0
2023-11-03 13:00:00,13977.024014047656,0,0.0
2023-05-24 08:00:00,4688.738156392377,0,0.0
2023-06-06 22:00:00,5776.622283539645,0,0.0
2023-08-24 04:00:00,600.8635751897602,0,0.0
2023-05-02 10:00:00,1514.204534449938,0,0.0
2023-07-27 00:00:00,24454.57951468368,1,0.0
2023-09-04 13:00:00,5740.484641154747,1,0.0
2023-01-31 08:00:00,25169.256330491073,0,0.0
2023-02-26 21:00:00,7765.328019434659,1,0.0
2023-07-07 04:00:00,673.8713073719008,1,0.0
2023-01-30 02:00:00,17859.64237907644,0,0.0
2023-10-27 10:00:00,5413.023222954021,1,0.0
2023-01-17 11:00:00,3333.797042683299,0,0.0
2023-11-05 08:00:00,2861.905941509484,0,0.0
2023-12-03 18:00:00,286.97231679488084,0,0.0
2023-06-23 19:00:00,10734.940986453681,0,0.0
2023-07-01 16:00:00,2783.730771704542,0,0.0
2023-04-15 06:00:00,775.1828950093487,0,0.0
2023-01-30 21:00:00,5872.581212231373,1,0.0
2023-04-26 22:00:00,18391.001781230505,0,0.0
2023-07-26 02:00:00,82124.69044287775,0,1.0
2023-08-17 14:00:00,6912.985373790907,0,0.0
2023-12-14 07:00:00,12528.599292118124,0,0.0
2023-07-27 12:00:00,10145.09448094294,1,1.0
2023-10-30 18:00:00,4336.820088584965,1,0.0
2023-07-07 03:00:00,748.452280717147,0,0.0
2023-10-27 16:00:00,39841.33646611716,0,0.0
2023-08-21 20:00:00,5429.473606440948,0,0.0
2023-11-15 19:00:00,3300.120693866069,1,0.0
2023-06-01 12:00:00,9278.458843296412,0,1.0
2023-02-18 15:00:00,876.5966932256925,1,1.0
2023-02-14 06:00:00,7215.833013051456,1,0.0
2023-03-31 20:00:00,8759.55832272332,1,0.0
2023-11-24 12:00:00,3163.0737119605424,0,0.0
2023-08-04 01:00:00,1892.7865817462568,1,0.0
2023-08-10 01:00:00,1261.6542789867035,0,0.0
2023-09-30 13:00:00,1044.3198338509076,0,0.0
2023-07-17 01:00:00,1289.7760522078333,1,1.0
2023-11-02 10:00:00,2487.262521679357,1,0.0
2023-08-11 06:00:00,9517.211688368516,0,0.0
2023-06-30 10:00:00,319.3705326964244,0,0.0
2023-11-30 18:00:00,7130.456171126694,0,0.0
2023-10-11 09:00:00,12731.846895882492,1,0.0
2023-07-21 22:00:00,305.9122641171384,1,1.0
2023-10-08 11:00:00,10000.835471877737,0,0.0
2023-10-29 17:00:00,706.741259064963,1,0.0
2023-02-09 17:00:00,8875.739776792965,1,0.0
2023-04-16 19:00:00,715.9664783875135,0,0.0
2023-10-22 00:00:00,1183.6823470802428,1,0.0
2023-03-06 06:00:00,9112.901750233066,1,0.0
2023-08-09 13:00:00,4909.9336857711605,0,0.0
2023-02-19 15:00:00,658.653238866378,0,0.0
2023-09-21 01:00:00,1281.0957394335194,0,1.0
2023-10-17 02:00:00,176.59948774381934,1,0.0
2023-04-22 17:00:00,12408.32488165129,1,0.0
2023-03-06 04:00:00,2505.570756146169,1,1.0
2023-09-15 04:00:00,540.4448789887293,0,0.0
2023-08-19 21:00:00,39817.64996774342,1,1.0
2023-02-26 21:00:00,25471.31502543472,0,0.0
2023-12-29 03:00:00,8023.229321892436,0,0.0
2023-12-29 14:00:00,1143.1295971674044,1,0.0
2023-11-09 06:00:00,9719.959076755518,0,0.0
2023-06-29 16:00:00,2615.9834607064954,1,0.0
2023-02-25 04:00:00,3167.5574673454,0,0.0
2023-05-11 21:00:00,1034.2065065434022,1,0.0
2023-11-06 03:00:00,49303.25870595653,1,0.0
2023-05-26 06:00:00,143.61965786508247,1,0.0
2023-03-17 10:00:00,5857.22332075346,1,0.0
2023-10-02 12:00:00,2240.0379857273524,0,0.0
2023-05-02 19:00:00,368.926113022014,0,0.0
2023-08-09 21:00:00,3061.7529675901396,1,0.0
2023-06-24 10:00:00,2791.6362180805268,1,0.0
2023-09-07 01:00:00,1337.522383318303,0,0.0
2023-06-27 20:00:00,1478.3818413176596,0,0.0
2023-07-17 20:00:00,4029.7582960461773,0,0.0
